Load,ahp,boiler,chp,ar,hrar,ec,TES-H,TES-C
0.158,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.159,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.16,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.161,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.162,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.163,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.164,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.165,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.166,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.167,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.168,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.169,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.17,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.171,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.172,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.173,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.174,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.175,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.176,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.177,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.178,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.179,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.18,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.181,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.182,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.183,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.184,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.185,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.186,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.187,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.188,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.189,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.19,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.191,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.192,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.193,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.194,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.195,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.196,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.197,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.198,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.199,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.2,,182.42425,265.6961834,291.0141063,212.1771662,,,
0.201,,183.3363713,266.6752952,291.0141063,212.1771662,,,
0.202,,184.2484925,267.6522831,291.0141063,212.1771662,,,
0.203,,185.1606138,268.6271602,291.0141063,212.1771662,,,
0.204,,186.072735,269.5999396,291.0141063,212.1771662,,,
0.205,,186.9848563,270.570634,291.0141063,212.1771662,,,
0.206,,187.8969775,271.5392564,291.0141063,212.1771662,,,
0.207,,188.8090988,272.5058193,291.0141063,212.1771662,,,
0.208,,189.72122,273.4703354,291.0141063,212.1771662,,,
0.209,,190.6333413,274.4328174,291.0141063,212.1771662,,,
0.21,,191.5454625,275.3932775,291.0141063,212.1771662,,,
0.211,,192.4575838,276.3517282,291.0141063,212.1771662,,,
0.212,,193.369705,277.3081819,291.0141063,212.1771662,,,
0.213,,194.2818263,278.2626506,291.0141063,212.1771662,,,
0.214,,195.1939475,279.2151466,291.0141063,212.1771662,,,
0.215,,196.1060688,280.1656818,291.0141063,212.1771662,,,
0.216,,197.01819,281.1142683,291.0141063,212.1771662,,,
0.217,,197.9303113,282.0609179,291.0141063,212.1771662,,,
0.218,,198.8424325,283.0056425,291.0141063,212.1771662,,,
0.219,,199.7545538,283.9484538,291.0141063,212.1771662,,,
0.22,,200.666675,284.8893634,291.0141063,212.1771662,,,
0.221,,201.5787963,285.8283829,291.0141063,212.1771662,,,
0.222,,202.4909175,286.7655238,291.0141063,212.1771662,,,
0.223,,203.4030388,287.7007977,291.0141063,212.1771662,,,
0.224,,204.31516,288.6342157,291.0141063,212.1771662,,,
0.225,,205.2272813,289.5657892,291.0141063,212.1771662,,,
0.226,,206.1394025,290.4955295,291.0141063,212.1771662,,,
0.227,,207.0515238,291.4234476,291.0141063,212.1771662,,,
0.228,,207.963645,292.3495546,291.0141063,212.1771662,,,
0.229,,208.8757663,293.2738615,291.0141063,212.1771662,,,
0.23,,209.7878875,294.1963793,291.0141063,212.1771662,,,
0.231,,210.7000088,295.1171187,291.0141063,212.1771662,,,
0.232,,211.61213,296.0360907,291.0141063,212.1771662,,,
0.233,,212.5242513,296.9533058,291.0141063,212.1771662,,,
0.234,,213.4363725,297.8687748,291.0141063,212.1771662,,,
0.235,,214.3484938,298.7825081,291.0141063,212.1771662,,,
0.236,,215.260615,299.6945165,291.0141063,212.1771662,,,
0.237,,216.1727363,300.6048102,291.0141063,212.1771662,,,
0.238,,217.0848575,301.5133996,291.0141063,212.1771662,,,
0.239,,217.9969788,302.4202952,291.0141063,212.1771662,,,
0.24,,218.9091,303.325507,291.0141063,212.1771662,,,
0.241,,219.8212213,304.2290454,291.0141063,212.1771662,,,
0.242,,220.7333425,305.1309205,291.0141063,212.1771662,,,
0.243,,221.6454638,306.0311422,291.0141063,212.1771662,,,
0.244,,222.557585,306.9297206,291.0141063,212.1771662,,,
0.245,,223.4697063,307.8266657,291.0141063,212.1771662,,,
0.246,,224.3818275,308.7219873,291.0141063,212.1771662,,,
0.247,,225.2939488,309.6156952,291.0141063,212.1771662,,,
0.248,,226.20607,310.5077992,291.0141063,212.1771662,,,
0.249,,227.1181913,311.3983089,291.0141063,212.1771662,,,
0.25,,228.0303125,312.287234,291.0141063,212.1771662,,,
0.251,,228.9424338,313.1745842,292.1558951,212.1771662,,,
0.252,,229.854555,314.0603688,293.2976624,212.1771662,,,
0.253,,230.7666763,314.9445973,294.4394082,212.1771662,,,
0.254,,231.6787975,315.8272792,295.5811325,212.1771662,,,
0.255,,232.5909188,316.7084237,296.7228352,212.1771662,,,
0.256,,233.50304,317.5880403,297.8645164,212.1771662,,,
0.257,,234.4151613,318.466138,299.0061761,212.1771662,,,
0.258,,235.3272825,319.3427261,300.1478143,212.1771662,,,
0.259,,236.2394038,320.2178137,301.289431,212.1771662,,,
0.26,,237.151525,321.0914099,302.4310261,212.1771662,,,
0.261,,238.0636463,321.9635236,303.5725997,212.1771662,,,
0.262,,238.9757675,322.8341638,304.7141518,212.1771662,,,
0.263,,239.8878888,323.7033394,305.8556823,212.1771662,,,
0.264,,240.80001,324.5710593,306.9971914,212.1771662,,,
0.265,,241.7121313,325.4373323,308.1386789,212.1771662,,,
0.266,,242.6242525,326.302167,309.2801449,212.1771662,,,
0.267,,243.5363738,327.1655723,310.4215893,212.1771662,,,
0.268,,244.448495,328.0275567,311.5630123,212.1771662,,,
0.269,,245.3606163,328.8881288,312.7044137,212.1771662,,,
0.27,,246.2727375,329.7472971,313.8457936,212.1771662,,,
0.271,,247.1848588,330.6050702,314.987152,212.1771662,,,
0.272,,248.09698,331.4614565,316.1284888,212.1771662,,,
0.273,,249.0091013,332.3164644,317.2698042,212.1771662,,,
0.274,,249.9212225,333.1701022,318.411098,212.1771662,,,
0.275,,250.8333438,334.0223782,319.5523703,212.1771662,,,
0.276,,251.745465,334.8733006,320.693621,212.1771662,,,
0.277,,252.6575863,335.7228777,321.8348503,212.1771662,,,
0.278,,253.5697075,336.5711175,322.976058,212.1771662,,,
0.279,,254.4818288,337.4180283,324.1172442,212.1771662,,,
0.28,,255.39395,338.263618,325.2584089,212.1771662,,,
0.281,,256.3060713,339.1078946,326.399552,212.1771662,,,
0.282,,257.2181925,339.9508662,327.5406737,212.1771662,,,
0.283,,258.1303138,340.7925405,328.6817738,212.1771662,,,
0.284,,259.042435,341.6329256,329.8228524,212.1771662,,,
0.285,,259.9545563,342.4720292,330.9639094,212.1771662,,,
0.286,,260.8666775,343.3098592,332.104945,212.1771662,,,
0.287,,261.7787988,344.1464231,333.245959,212.1771662,,,
0.288,,262.69092,344.9817288,334.3869515,212.1771662,,,
0.289,,263.6030413,345.8157839,335.5279224,212.1771662,,,
0.29,,264.5151625,346.648596,336.6688719,212.1771662,,,
0.291,,265.4272838,347.4801726,337.8097998,212.1771662,,,
0.292,,266.339405,348.3105213,338.9507062,212.1771662,,,
0.293,,267.2515263,349.1396496,340.0915911,212.1771662,,,
0.294,,268.1636475,349.9675648,341.2324545,212.1771662,,,
0.295,,269.0757688,350.7942745,342.3732963,212.1771662,,,
0.296,,269.98789,351.6197859,343.5141166,212.1771662,,,
0.297,,270.9000113,352.4441064,344.6549154,212.1771662,,,
0.298,,271.8121325,353.2672432,345.7956927,212.1771662,,,
0.299,,272.7242538,354.0892035,346.9364484,212.1771662,,,
0.3,,273.636375,354.9099946,348.0771827,212.1771662,,,
0.301,,274.5484963,355.7296237,349.2178954,212.793576,,,
0.302,,275.4606175,356.5480977,350.3585866,213.4100435,,,
0.303,,276.3727388,357.3654239,351.4992562,214.0265687,,,
0.304,,277.28486,358.1816092,352.6399043,214.6431515,,,
0.305,,278.1969813,358.9966606,353.780531,215.2597919,,,
0.306,,279.1091025,359.8105852,354.921136,215.87649,,,
0.307,,280.0212238,360.6233897,356.0617196,216.4932456,,,
0.308,,280.933345,361.4350812,357.2022817,217.1100589,,,
0.309,,281.8454663,362.2456664,358.3428222,217.7269298,,,
0.31,,282.7575875,363.0551522,359.4833412,218.3438583,,,
0.311,,283.6697088,363.8635453,360.6238387,218.9608444,,,
0.312,,284.58183,364.6708525,361.7643146,219.5778881,,,
0.313,,285.4939513,365.4770804,362.904769,220.1949894,,,
0.314,,286.4060725,366.2822359,364.045202,220.8121482,,,
0.315,,287.3181938,367.0863253,365.1856133,221.4293646,,,
0.316,,288.230315,367.8893555,366.3260032,222.0466385,,,
0.317,,289.1424363,368.6913329,367.4663716,222.66397,,,
0.318,,290.0545575,369.492264,368.6067184,223.2813591,,,
0.319,,290.9666788,370.2921554,369.7470437,223.8988056,,,
0.32,,291.8788,371.0910135,370.8873474,224.5163097,,,
0.321,,292.7909213,371.8888447,372.0276297,225.1338713,,,
0.322,,293.7030425,372.6856554,373.1678904,225.7514905,,,
0.323,,294.6151638,373.481452,374.3081296,226.3691671,,,
0.324,,295.527285,374.2762408,375.4483473,226.9869012,,,
0.325,,296.4394063,375.070028,376.5885435,227.6046928,,,
0.326,,297.3515275,375.86282,377.7287181,228.2225419,,,
0.327,,298.2636488,376.6546229,378.8688712,228.8404485,,,
0.328,,299.17577,377.445443,380.0090028,229.4584126,,,
0.329,,300.0878913,378.2352865,381.1491129,230.0764341,,,
0.33,,301.0000125,379.0241593,382.2892015,230.6945131,,,
0.331,,301.9121338,379.8120677,383.4292685,231.3126495,,,
0.332,,302.824255,380.5990177,384.569314,231.9308433,,,
0.333,,303.7363763,381.3850153,385.709338,232.5490946,,,
0.334,,304.6484975,382.1700666,386.8493404,233.1674033,,,
0.335,,305.5606188,382.9541774,387.9893214,233.7857695,,,
0.336,,306.47274,383.7373538,389.1292808,234.404193,,,
0.337,,307.3848613,384.5196017,390.2692187,235.0226739,,,
0.338,,308.2969825,385.300927,391.409135,235.6412123,,,
0.339,,309.2091038,386.0813354,392.5490299,236.259808,,,
0.34,,310.121225,386.8608329,393.6889032,236.8784611,,,
0.341,,311.0333463,387.6394252,394.828755,237.4971716,,,
0.342,,311.9454675,388.4171181,395.9685853,238.1159395,,,
0.343,,312.8575888,389.1939173,397.108394,238.7347647,,,
0.344,,313.76971,389.9698285,398.2481813,239.3536473,,,
0.345,,314.6818313,390.7448574,399.387947,239.9725872,,,
0.346,,315.5939525,391.5190097,400.5276912,240.5915845,,,
0.347,,316.5060738,392.292291,401.6674138,241.2106391,,,
0.348,,317.418195,393.0647068,402.807115,241.829751,,,
0.349,,318.3303163,393.8362628,403.9467946,242.4489202,,,
0.35,,319.2424375,394.6069645,405.0864527,243.0681468,,,
0.351,,320.1545588,395.3768174,406.2260893,243.6874306,,,
0.352,,321.06668,396.145827,407.3657043,244.3067718,,,
0.353,,321.9788013,396.9139987,408.5052979,244.9261702,,,
0.354,,322.8909225,397.681338,409.6448699,245.5456259,,,
0.355,,323.8030438,398.4478503,410.7844204,246.1651389,,,
0.356,,324.715165,399.213541,411.9239493,246.7847092,,,
0.357,,325.6272863,399.9784154,413.0634568,247.4043367,,,
0.358,,326.5394075,400.7424788,414.2029427,248.0240215,,,
0.359,,327.4515288,401.5057366,415.3424071,248.6437635,,,
0.36,,328.36365,402.268194,416.48185,249.2635628,,,
0.361,,329.2757713,403.0298563,417.6212713,249.8834193,,,
0.362,,330.1878925,403.7907287,418.7606711,250.503333,,,
0.363,,331.1000138,404.5508165,419.9000494,251.123304,,,
0.364,,332.012135,405.3101247,421.0394062,251.7433321,,,
0.365,,332.9242563,406.0686586,422.1787415,252.3634175,,,
0.366,,333.8363775,406.8264232,423.3180552,252.98356,,,
0.367,,334.7484988,407.5834238,424.4573474,253.6037598,,,
0.368,,335.66062,408.3396653,425.5966181,254.2240167,,,
0.369,,336.5727413,409.0951528,426.7358673,254.8443308,,,
0.37,,337.4848625,409.8498913,427.8750949,255.4647021,,,
0.371,,338.3969838,410.6038859,429.0143011,256.0851305,,,
0.372,,339.309105,411.3571416,430.1534857,256.7056161,,,
0.373,,340.2212263,412.1096633,431.2926488,257.3261588,,,
0.374,,341.1333475,412.861456,432.4317903,257.9467587,,,
0.375,,342.0454688,413.6125245,433.5709103,258.5674157,,,
0.376,,342.95759,414.3628737,434.7100089,259.1881299,,,
0.377,,343.8697113,415.1125087,435.8490859,259.8089011,,,
0.378,,344.7818325,415.8614341,436.9881413,260.4297295,,,
0.379,,345.6939538,416.6096548,438.1271753,261.0506149,,,
0.38,,346.606075,417.3571756,439.2661877,261.6715575,,,
0.381,,347.5181963,418.1040014,440.4051786,262.2925572,,,
0.382,,348.4303175,418.8501368,441.544148,262.9136139,,,
0.383,,349.3424388,419.5955867,442.6830958,263.5347277,,,
0.384,,350.25456,420.3403556,443.8220222,264.1558986,,,
0.385,,351.1666813,421.0844485,444.960927,264.7771265,,,
0.386,,352.0788025,421.8278698,446.0998102,265.3984115,,,
0.387,,352.9909238,422.5706242,447.238672,266.0197536,,,
0.388,,353.903045,423.3127165,448.3775123,266.6411527,,,
0.389,,354.8151663,424.0541512,449.516331,267.2626088,,,
0.39,,355.7272875,424.7949329,450.6551282,267.884122,,,
0.391,,356.6394088,425.5350662,451.7939038,268.5056921,,,
0.392,,357.55153,426.2745557,452.932658,269.1273193,,,
0.393,,358.4636513,427.0134058,454.0713906,269.7490035,,,
0.394,,359.3757725,427.7516211,455.2101017,270.3707447,,,
0.395,,360.2878938,428.4892061,456.3487913,270.9925429,,,
0.396,,361.200015,429.2261652,457.4874594,271.614398,,,
0.397,,362.1121363,429.962503,458.6261059,272.2363102,,,
0.398,,363.0242575,430.6982238,459.7647309,272.8582793,,,
0.399,,363.9363788,431.433332,460.9033344,273.4803054,,,
0.4,,364.8485,432.1678322,462.0419164,274.1023884,,,
0.401,,365.7606213,432.9017285,463.1804769,274.7245284,,,
0.402,,366.6727425,433.6350255,464.3190158,275.3467253,,,
0.403,,367.5848638,434.3677275,465.4575332,275.9689792,,,
0.404,,368.496985,435.0998387,466.5960291,276.59129,,,
0.405,,369.4091063,435.8313634,467.7345034,277.2136577,,,
0.406,,370.3212275,436.562306,468.8729563,277.8360823,,,
0.407,,371.2333488,437.2926708,470.0113876,278.4585638,,,
0.408,,372.14547,438.0224619,471.1497974,279.0811022,,,
0.409,,373.0575913,438.7516837,472.2881856,279.7036976,,,
0.41,,373.9697125,439.4803402,473.4265524,280.3263498,,,
0.411,,374.8818338,440.2084358,474.5648976,280.9490589,,,
0.412,,375.793955,440.9359746,475.7032213,281.5718248,,,
0.413,,376.7060763,441.6629607,476.8415235,282.1946477,,,
0.414,,377.6181975,442.3893984,477.9798041,282.8175273,,,
0.415,,378.5303188,443.1152917,479.1180633,283.4404639,,,
0.416,,379.44244,443.8406447,480.2563009,284.0634573,,,
0.417,,380.3545613,444.5654615,481.394517,284.6865075,,,
0.418,,381.2666825,445.2897463,482.5327115,285.3096145,,,
0.419,,382.1788038,446.0135031,483.6708846,285.9327784,,,
0.42,,383.090925,446.7367358,484.8090361,286.5559991,,,
0.421,,384.0030463,447.4594486,485.9471661,287.1792766,,,
0.422,,384.9151675,448.1816455,487.0852746,287.8026109,,,
0.423,,385.8272888,448.9033304,488.2233615,288.426002,,,
0.424,,386.73941,449.6245073,489.361427,289.0494499,,,
0.425,,387.6515313,450.3451803,490.4994709,289.6729545,,,
0.426,,388.5636525,451.0653531,491.6374933,290.296516,,,
0.427,,389.4757738,451.7850299,492.7754941,290.9201342,,,
0.428,,390.387895,452.5042144,493.9134735,291.5438092,,,
0.429,,391.3000163,453.2229106,495.0514313,292.1675409,,,
0.43,,392.2121375,453.9411223,496.1893676,292.7913293,,,
0.431,,393.1242588,454.6588535,497.3272824,293.4151746,,,
0.432,,394.03638,455.376108,498.4651756,294.0390765,,,
0.433,,394.9485013,456.0928896,499.6030473,294.6630352,,,
0.434,,395.8606225,456.8092021,500.7408975,295.2870506,,,
0.435,,396.7727438,457.5250495,501.8787262,295.9111227,,,
0.436,,397.684865,458.2404353,503.0165334,296.5352515,,,
0.437,,398.5969863,458.9553635,504.154319,297.159437,,,
0.438,,399.5091075,459.6698378,505.2920831,297.7836792,,,
0.439,,400.4212288,460.3838619,506.4298257,298.407978,,,
0.44,,401.33335,461.0974397,507.5675468,299.0323336,,,
0.441,,402.2454713,461.8105747,508.7052464,299.6567458,,,
